agecat_contact,part_id,freq,rel,type,total_time,distance,rural,location,cnt_age_est_min,cnt_age_est_max,country,year
35-44y olds,502,Daily or almost daily,Friend,Physical,2h - <4h,5.6,Yes,other,35,44,Uganda,2014
35-44y olds,517,At least once a month,Other relative,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,530,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,602,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,602,At least once a week,Friend,Physical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,606,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,606,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,614,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,617,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,623,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,628,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,702,Daily or almost daily,Other relative,Nonphysical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,706,At least once a week,Household member,Physical,2h - <4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,713,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,714,Never met before,Friend,Physical,<15mins,3.3,Yes,other,35,44,Uganda,2014
35-44y olds,714,Never met before,Other,Physical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,714,Never met before,Other,Physical,<15mins,3.3,Yes,other,35,44,Uganda,2014
35-44y olds,717,At least once a week,Friend,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,720,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,720,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,723,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,817,Daily or almost daily,Friend,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,902,Daily or almost daily,Household member,Nonphysical,1h - <2h,0,No,house,35,44,Uganda,2014
35-44y olds,902,Daily or almost daily,Household member,Physical,>4h,0,No,house,35,44,Uganda,2014
35-44y olds,904,Daily or almost daily,Household member,Physical,>4h,0,No,house,35,44,Uganda,2014
35-44y olds,912,Daily or almost daily,Household member,Nonphysical,>4h,0,No,house,35,44,Uganda,2014
35-44y olds,917,At least once a week,Other relative,"",15mins - <1h,0,No,other,35,44,Uganda,2014
35-44y olds,921,Daily or almost daily,Household member,Physical,>4h,0,No,house,35,44,Uganda,2014
35-44y olds,921,Daily or almost daily,Household member,Physical,>4h,0,No,house,35,44,Uganda,2014
35-44y olds,927,Daily or almost daily,Other relative,Physical,2h - <4h,0,No,other,35,44,Uganda,2014
35-44y olds,1002,Less than once a month,Friend,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,1004,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1010,At least once a month,Friend,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,1017,At least once a week,Friend,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1017,Daily or almost daily,Other,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,1020,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1106,At least once a week,Other,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1110,At least once a week,Other,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,1117,Daily or almost daily,Other relative,Nonphysical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1117,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1120,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1129,At least once a week,Friend,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,1204,At least once a week,Other relative,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1206,Daily or almost daily,Other,Nonphysical,<15mins,0.9,Yes,other,35,44,Uganda,2014
35-44y olds,1210,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1210,Daily or almost daily,Other relative,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1212,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1217,Never met before,Other,Nonphysical,1h - <2h,148.5,Yes,other,35,44,Uganda,2014
35-44y olds,1217,Never met before,Other,Nonphysical,15mins - <1h,148.5,Yes,other,35,44,Uganda,2014
35-44y olds,1217,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1223,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1227,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1227,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1302,At least once a week,Other,Physical,<15mins,1.4,Yes,other,35,44,Uganda,2014
35-44y olds,1306,Daily or almost daily,Friend,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1306,Daily or almost daily,Other,Nonphysical,15mins - <1h,8.1,Yes,other,35,44,Uganda,2014
35-44y olds,1310,At least once a month,Other relative,Nonphysical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1317,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1321,At least once a week,Friend,Nonphysical,2h - <4h,7.2,Yes,other,35,44,Uganda,2014
35-44y olds,1329,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1402,Daily or almost daily,Friend,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1406,At least once a month,Other relative,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1406,Daily or almost daily,Friend,Physical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1417,Daily or almost daily,Friend,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1417,Daily or almost daily,Friend,Nonphysical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1425,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1506,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1506,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1510,At least once a week,Other relative,Physical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1510,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1512,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1517,At least once a week,Friend,Physical,<15mins,1.7,Yes,other,35,44,Uganda,2014
35-44y olds,1521,Daily or almost daily,Friend,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1523,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1602,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1602,Daily or almost daily,Friend,Nonphysical,2h - <4h,1.7,Yes,other,35,44,Uganda,2014
35-44y olds,1602,Daily or almost daily,Other,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1610,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1617,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1620,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1620,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1620,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1629,At least once a week,Other relative,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1629,At least once a week,Friend,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1706,Daily or almost daily,Other relative,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,1710,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1717,Daily or almost daily,Friend,Nonphysical,2h - <4h,1.1,Yes,other,35,44,Uganda,2014
35-44y olds,1717,At least once a week,Other relative,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,1717,At least once a week,Other,Nonphysical,15mins - <1h,1.1,Yes,other,35,44,Uganda,2014
35-44y olds,1723,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1802,Daily or almost daily,Other,Physical,2h - <4h,9,Yes,other,35,44,Uganda,2014
35-44y olds,1804,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1804,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1806,At least once a month,Friend,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1810,At least once a week,Other relative,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1812,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1814,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1817,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1817,At least once a month,Other relative,Physical,>4h,31.3,Yes,other,35,44,Uganda,2014
35-44y olds,1817,Daily or almost daily,Household member,Physical,>4h,31.3,Yes,house,35,44,Uganda,2014
35-44y olds,1817,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1817,At least once a week,Friend,Physical,>4h,31.3,Yes,other,35,44,Uganda,2014
35-44y olds,1823,Daily or almost daily,Other,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,1902,At least once a week,Friend,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1906,At least once a week,Other,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1906,At least once a week,Other,Nonphysical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,1910,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1910,Daily or almost daily,Other,Nonphysical,2h - <4h,5.4,Yes,other,35,44,Uganda,2014
35-44y olds,1910,At least once a week,Other,Nonphysical,1h - <2h,16.2,Yes,other,35,44,Uganda,2014
35-44y olds,1914,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,1917,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2006,At least once a week,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2006,At least once a week,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2017,Daily or almost daily,Other,Nonphysical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2020,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2020,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2027,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2102,At least once a week,Other,Nonphysical,>4h,7.7,Yes,other,35,44,Uganda,2014
35-44y olds,2102,At least once a week,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2104,Never met before,Other,Nonphysical,<15mins,0.9,Yes,other,35,44,Uganda,2014
35-44y olds,2110,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2120,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2121,Daily or almost daily,Colleague or schoolmate,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2123,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2123,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2202,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2214,Daily or almost daily,Household member,Physical,2h - <4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2214,Daily or almost daily,Household member,Nonphysical,1h - <2h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2217,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2220,Daily or almost daily,Household member,Physical,1h - <2h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2221,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2223,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2225,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2225,At least once a week,Other relative,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2230,At least once a month,Other,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2302,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2302,At least once a month,Other,Nonphysical,1h - <2h,5.7,Yes,other,35,44,Uganda,2014
35-44y olds,2302,At least once a month,Other,Physical,15mins - <1h,5.7,Yes,other,35,44,Uganda,2014
35-44y olds,2306,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2306,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2314,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2317,Daily or almost daily,Friend,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2321,Less than once a month,Other,Physical,15mins - <1h,5.7,Yes,other,35,44,Uganda,2014
35-44y olds,2323,Daily or almost daily,Other relative,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2325,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2325,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2330,Daily or almost daily,Other relative,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,2402,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2402,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2406,Never met before,Other relative,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2410,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2410,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2420,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2421,Less than once a month,Friend,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2421,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2421,Less than once a month,Friend,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2424,At least once a week,Other relative,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2502,Less than once a month,Household member,Physical,<15mins,0,Yes,house,35,44,Uganda,2014
35-44y olds,2513,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2520,Daily or almost daily,Other relative,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2523,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2525,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2525,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2602,At least once a week,Friend,Nonphysical,<15mins,6.5,Yes,other,35,44,Uganda,2014
35-44y olds,2604,Daily or almost daily,Other,Nonphysical,<15mins,6.5,Yes,other,35,44,Uganda,2014
35-44y olds,2604,At least once a week,Other,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2604,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2604,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2606,At least once a week,Friend,Nonphysical,<15mins,4.8,Yes,other,35,44,Uganda,2014
35-44y olds,2606,At least once a week,Friend,Nonphysical,<15mins,4.8,Yes,other,35,44,Uganda,2014
35-44y olds,2614,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2702,At least once a week,Friend,Nonphysical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2704,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2704,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2710,At least once a week,Other relative,Nonphysical,>4h,6.6,Yes,other,35,44,Uganda,2014
35-44y olds,2714,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2720,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2724,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2802,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2812,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2817,Daily or almost daily,Household member,Nonphysical,2h - <4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2817,At least once a week,Other relative,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,2821,Daily or almost daily,Friend,Physical,2h - <4h,3.1,Yes,other,35,44,Uganda,2014
35-44y olds,2821,At least once a week,Friend,Physical,<15mins,3.5,Yes,other,35,44,Uganda,2014
35-44y olds,2821,Daily or almost daily,Friend,Nonphysical,1h - <2h,3.5,Yes,other,35,44,Uganda,2014
35-44y olds,2821,At least once a week,Friend,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2823,At least once a week,Household member,Nonphysical,15mins - <1h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2823,Daily or almost daily,Household member,Physical,2h - <4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2902,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2906,Less than once a month,Other relative,Physical,>4h,7.8,Yes,other,35,44,Uganda,2014
35-44y olds,2906,Never met before,Other relative,Physical,>4h,7.8,Yes,other,35,44,Uganda,2014
35-44y olds,2906,Less than once a month,Other relative,Physical,>4h,7.8,Yes,other,35,44,Uganda,2014
35-44y olds,2910,At least once a week,Friend,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2910,At least once a week,Friend,Physical,2h - <4h,12.7,Yes,other,35,44,Uganda,2014
35-44y olds,2917,At least once a week,Other relative,Nonphysical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,2923,At least once a week,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,2923,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3002,Daily or almost daily,Other relative,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3006,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3010,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3010,Daily or almost daily,Household member,Nonphysical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3012,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3017,Less than once a month,Other,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,3021,At least once a month,Other,Physical,<15mins,1.3,Yes,other,35,44,Uganda,2014
35-44y olds,3023,Daily or almost daily,Household member,Physical,2h - <4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3027,Daily or almost daily,Household member,Physical,2h - <4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3102,Daily or almost daily,Other,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3106,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3110,Daily or almost daily,Other relative,Nonphysical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3120,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3120,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3121,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3123,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3202,Less than once a month,Other relative,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3206,Daily or almost daily,Friend,Nonphysical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3220,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3229,At least once a week,Friend,Nonphysical,1h - <2h,4.5,Yes,other,35,44,Uganda,2014
35-44y olds,3302,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3302,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3302,At least once a month,Other relative,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,3310,At least once a month,Other,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3313,Daily or almost daily,Other relative,Physical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3317,Less than once a month,Other,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3317,Daily or almost daily,Friend,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3325,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3402,Daily or almost daily,Friend,Nonphysical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3404,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3417,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3421,At least once a week,Other relative,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3421,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3427,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3504,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3506,Daily or almost daily,Other,Nonphysical,2h - <4h,13.6,Yes,other,35,44,Uganda,2014
35-44y olds,3506,Daily or almost daily,Friend,Nonphysical,2h - <4h,13.6,Yes,other,35,44,Uganda,2014
35-44y olds,3510,Daily or almost daily,Friend,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3530,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3602,Daily or almost daily,Other relative,Nonphysical,<15mins,16,Yes,other,35,44,Uganda,2014
35-44y olds,3602,Never met before,Other,Nonphysical,<15mins,30.6,Yes,other,35,44,Uganda,2014
35-44y olds,3602,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3613,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3613,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3614,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3614,At least once a month,Other,Physical,2h - <4h,16,Yes,other,35,44,Uganda,2014
35-44y olds,3617,At least once a week,Friend,Physical,<15mins,6.2,Yes,other,35,44,Uganda,2014
35-44y olds,3617,Daily or almost daily,Friend,Nonphysical,1h - <2h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3620,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3629,At least once a month,Other,Physical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,3702,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3710,Daily or almost daily,Other relative,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3717,Daily or almost daily,Other relative,Physical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3717,Daily or almost daily,Household member,Nonphysical,<15mins,0,Yes,house,35,44,Uganda,2014
35-44y olds,3721,At least once a week,Colleague or schoolmate,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3721,At least once a week,Colleague or schoolmate,Physical,2h - <4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3802,Daily or almost daily,Other relative,Physical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3804,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3806,Daily or almost daily,Other,Nonphysical,>4h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3810,Daily or almost daily,Household member,Physical,>4h,0,Yes,house,35,44,Uganda,2014
35-44y olds,3810,Daily or almost daily,Other relative,Nonphysical,<15mins,0,Yes,other,35,44,Uganda,2014
35-44y olds,3902,At least once a week,Friend,Nonphysical,1h - <2h,4.4,Yes,other,35,44,Uganda,2014
35-44y olds,3902,Daily or almost daily,Other,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3902,At least once a month,Other,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3902,At least once a week,Friend,Physical,1h - <2h,4.4,Yes,other,35,44,Uganda,2014
35-44y olds,3902,At least once a month,Other,Nonphysical,15mins - <1h,0,Yes,other,35,44,Uganda,2014
35-44y olds,3906,Daily or almost daily,Other,Nonphysical,>4h,7.4,Yes,other,35,44,Uganda,2014
